OBJECTID,OBJECTID,Onstreet,Atstreet,x,y,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,created_user,created_date,last_edited_user,last_edited_date,GlobalID,x2,y2
289,140,Big Bend Rd,Barrett Station Rd,833264.53621808,994662.31553374,8, ,W,140,2671,Thu,Fri,5:00,PM,August,8880,8985,2014,2014,,,HY4TCF,45275.9079513889,{7A1031EC-EBB7-421B-AC6E-CAF0EB9C0819},833264.536218081,994662.315533742
290,140,Big Bend Rd,Barrett Station Rd,833507.59183433,994566.82917616,11,,W,140,870,Thu,Thurs,5:00,PM,November,8110,8670,2022,2022,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{2EA3977F-E5A6-40EC-A153-05B95601F1F9},833507.591834329,994566.829176158
291,141,Big Bend Rd,Dougherty Ferry Rd,827183.80690975,995365.44043982,9,360,E,141,1000,Wed,Wed,7:00,AM,September,9850,10061,2014,2014,,,HY4TCF,45275.9079513889,{01916831-92A4-482A-BEAA-E206E30940FC},827183.806909747,995365.44043982
292,141,Big Bend Rd,Dougherty Ferry Rd,827183.80690975,995365.44043982,10,360,E,141,820,Thu,Thu,4:00,PM,October,8480,8960,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44854.6245567477,{9E9C8B37-E02B-4478-BBE8-A6C22FFEBD1B},827183.806909747,995365.44043982
293,142,Big Bend Rd,Dougherty Ferry Rd,826897.34882125,995400.16281132,9, ,W,142,2541,Fri,Wed,5:00,PM,September,25110,26001,2014,2014,,,HY4TCF,45275.9079513889,{29354295-5256-4BE7-8BCD-B52D22A62641},826897.348821245,995400.162811324
294,142,Big Bend Rd,Dougherty Ferry Rd,826897.34882125,995400.16281132,10,,W,142,2450,Fri,Wed,7:00,AM,October,24050,25510,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44867.6507954745,{C160C2D6-0DF2-4BE7-931D-87515C8FA5DB},826897.348821245,995400.162811324
295,143,Big Bend Rd,Geyer Rd,844566.619585,995256.93343899,8, ,E,143,1768,Fri,Fri,5:00,PM,August,18380,18822,2014,2014,,,HY4TCF,45275.9079513889,{704D5856-2208-4363-9386-378F182301DC},844566.619584996,995256.933438987
296,143,Big Bend Rd,Geyer Rd,844063.14716674,995269.95441032,11,,E,143,1650,Tue,Thu,8:00,AM,November,18000,19140,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536082176,{862800E0-A365-40BF-B394-CEE95C3707AC},844063.147166744,995269.954410322
297,144,Big Bend Rd,Geyer Rd,844063.14716674,995269.95441032,8, ,W,144,2018,Fri,Fri,5:00,PM,August,21480,22163,2014,2014,,,HY4TCF,45275.9079513889,{62D69056-F76E-4A27-9C5F-CCBE8C909DD8},844063.147166744,995269.954410322
298,144,Big Bend Rd,Geyer Rd,844566.619585,995256.93343899,12,,W,144,2340,Wed,Tue,7:00,AM,November,23510,24920,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536098495,{8E5018DD-9A7E-4799-BC7B-208F93F5071E},844566.619584996,995256.933438987
299,145,Big Bend Rd,Hanna Rd,817227.209697,995591.13487032,9, ,E,145,3252,Fri,Fri,5:00,PM,September,33870,36199,2014,2014,,,HY4TCF,45275.9079513889,{2C5F0DD7-69AC-420B-A96E-C11BF197F3C0},817227.209696997,995591.134870321
300,145,Big Bend Rd,Hanna Rd,816919.05020833,995586.7946559,10,,E,145,3130,Fri,Thurs,0.166666666666667,PM,October,33190,35150,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087635069,{8D90D843-F853-40D2-BD2D-01B9D6A8A4CC},816919.05020833,995586.794655904
301,146,Big Bend Rd,Hanna Rd,816919.05020833,995586.7946559,9, ,W,146,2782,Fri,Fri,5:00,PM,September,28920,30297,2014,2014,,,HY4TCF,45275.9079513889,{86F6E44F-9DF0-4A18-A2FD-9AE6CD858ABE},816919.05020833,995586.794655904
302,146,Big Bend Rd,Hanna Rd,817227.209697,995591.13487032,10,,W,146,2860,Thu,Tues,5:00,PM,October,29860,30920,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087682639,{1419C843-8270-41A9-9940-240F7B4A5B84},817227.209696997,995591.134870321
303,147,Big Bend Rd,I-270,837726.34159891,995452.24604049,9, ,E,147,1516,Wed,Wed,8:00,AM,September,15660,15967,2014,2014,,,HY4TCF,45275.9079513889,{C933FCFE-01A4-42D5-9158-A750397545C2},837726.341598913,995452.246040486
304,147,Big Bend Rd,I-270,837005.85550708,995348.07925407,11,,E,147,1930,Tue,Wed,9:00,AM,Novermber,19440,20000,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536112963,{0A81667B-CA67-4763-9EDB-2B42B4FC9D94},837005.85550708,995348.079254068
305,148,Big Bend Rd,I-270,837005.85550708,995348.07925407,8, ,W,148,1332,Thu,Thu,5:00,PM,August,12370,12816,2014,2014,,,HY4TCF,45275.9079513889,{84B98386-0602-450C-B801-A041C41A0340},837005.85550708,995348.079254068
306,148,Big Bend Rd,I-270,837726.34159891,995452.24604049,11,,W,148,1520,Tue,Fri,5:00,PM,November,13800,14360,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536127662,{2736805B-CC7E-4860-BE7B-243FB08E5744},837726.341598913,995452.246040486
307,149,Big Bend Rd,I-44,849853.07784408,995604.15584166,9, ,W,149,2258,Fri,Thu,5:00,PM,September,23660,24366,2014,2014,,,HY4TCF,45275.9079513889,{226834F9-0AF4-4FBE-889E-A079D52079B4},849853.07784408,995604.155841656
308,149,Big Bend Rd,I-44,849853.07784408,995604.15584166,9,,W,149,2360,Fri,Thu,0.166666666666667,PM,April,26000,28000,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{20802A5A-4B2D-4DFB-A86F-C8A9FB8AF8E7},849853.07784408,995604.155841656
309,150,Big Bend Rd,Kirkwood Rd,846636.93204541,995204.85020982,9, ,W,150,1898,Wed,Wed,7:00,AM,September,18210,18596,2014,2014,,,HY4TCF,45275.9079513889,{1F9F44AB-7CA3-4AC8-8F2C-21B05F9C9709},846636.932045411,995204.850209825
310,150,Big Bend Rd,Kirkwood Rd,846636.93204541,995204.85020982,11,,W,150,2030,Wed,Wed,8:00,AM,November,20300,21000,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.853614213,{B80E3445-2292-4C49-86DF-CE24A314D9BD},846636.932045411,995204.850209825
311,992,Big Bend Rd,Kirkwood Rd,847158.09307658,995196.77312624,9, ,E,1051,2096,Fri,Thu,5:00,PM,September,22790,23318,2014,2014,,,HY4TCF,45275.9079513889,{D6C6BCEF-A2DD-45FD-BA51-6DA741CEC875},847158.093076579,995196.773126237
312,1217,Big Bend Rd,Kirkwood Rd,847158.09307658,995196.77312624,9,,E,1051,2096,Fri,Thu,5:00,PM,September,22790,23318,2014,2014,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{CEAA810A-D317-4E11-B7A4-35FD8C0ECEAA},847158.093076579,995196.773126237
313,151,Big Bend Rd,Marshall Rd,840169.91807658,995291.65581049,8, ,E,151,2415,Fri,Fri,5:00,PM,August,19480,20899,2014,2014,,,HY4TCF,45275.9079513889,{4E016D50-022E-4B4C-9F98-8D3D2466A83D},840169.918076579,995291.65581049
314,151,Big Bend Rd,Marshall Rd,840169.91807658,995291.65581049,11,,E,151,2290,Wed,Tue,8:00,AM,November,22000,21570,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536166204,{83B7C70B-13DD-4490-8B32-A649DDC9A22C},840169.918076579,995291.65581049
315,152,Big Bend Rd,Meramec Station Rd,821498.04301883,995539.05164116,8, ,E,152,3054,Fri,Thu,5:00,PM,August,27800,28603,2014,2014,,,HY4TCF,45275.9079513889,{9C6C8DC0-B813-459D-86AD-C8356F971587},821498.043018829,995539.051641159
316,152,Big Bend Rd,Meramec Station Rd,821498.04301883,995539.05164116,11,,E,152,2510,Thu,Thu,5:00,PM,November,19500,23170,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087725116,{E2176414-4A54-4927-ADF0-174BEBE177A4},821498.043018829,995539.051641159
317,153,Big Bend Rd,Mo Rte 141,819779.2931755,995569.43347015,8, ,W,154,3603,Fri,Fri,5:00,PM,August,35470,37708,2014,2014,,,HY4TCF,45275.9079513889,{6B143B89-0835-4ED6-836F-F33D592BC237},819779.293175496,995569.433470152
318,154,Big Bend Rd,Mo Rte 141,819779.2931755,995569.43347015,10,,W,154,3440,Fri,Thurs,0.166666666666667,PM,October,36000,37920,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.608777338,{B7936CFF-C4CC-4940-A651-40C29E021924},819779.293175496,995569.433470152
319,154,Big Bend Rd,New Ballwin Rd,804649.08491891,995452.24604049,9, ,E,155,1611,Fri,Thu,5:00,PM,September,14550,14950,2014,2014,,,HY4TCF,45275.9079513889,{636AA2C9-193E-4212-B8C8-D9CEF3EAB08B},804649.084918913,995452.246040486
320,155,Big Bend Rd,New Ballwin Rd,804649.08491891,995452.24604049,8,,E,155,1490,Thu,Thu,5:00,PM,August,14540,15840,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44854.6245666782,{AFADDEA7-5F93-4E45-969E-AFDD085D9C61},804649.084918913,995452.246040486
321,155,Big Bend Rd,Ries Rd,808440.08685133,995563.76090932,9,316-C,E,156,2551,Fri,Thu,5:00,PM,September,21021,22497,2014,2014,,,HY4TCF,45275.9079513889,{F0F0D229-A793-4672-B26B-31C5DF650790},808440.086851329,995563.760909319
322,156,Big Bend Rd,Ries Rd,807578.772301,995534.71142674,9,316-C,E,156,2300,Fri,Thurs,0.208333333333333,PM,September,22580,23190,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44854.6245693287,{EB795781-77A4-47A1-8D65-633E2D4DB629},807578.772300996,995534.711426742
323,156,Big Bend Rd,Ries Rd,807578.772301,995534.71142674,9, ,W,157,1726,Thu,Thu,5:00,PM,September,15500,16271,2014,2014,,,HY4TCF,45275.9079513889,{FE4FEEB9-B558-4DCE-9448-6347A88949BD},807578.772300996,995534.711426742
324,157,Big Bend Rd,Ries Rd,808440.08685133,995563.76090932,8,,W,157,1670,Fri,Thurs,0.208333333333333,PM,August,15570,15870,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44854.6245737732,{BC682D9F-91EA-4B98-8B8B-ADA0196A8A30},808440.086851329,995563.760909319
325,157,Big Bend Rd,Sappington Rd,853008.45965666,996854.15563824,9, ,E,158,1712,Fri,Tue,5:00,PM,September,18790,18956,2014,2014,,,HY4TCF,45275.9079513889,{7E9A547E-AC95-49CE-B26E-6E095E346F77},853008.459656663,996854.15563824
326,158,Big Bend Rd,Sappington Rd,853008.45965666,996854.15563824,12,,E,158,1770,Fri,Fri,0.125,PM,December,19160,19950,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7B8E0A68-7A59-43D3-9308-8A3CC1327722},853008.459656663,996854.15563824
327,158,Big Bend Rd,Sappington Rd,852287.97356483,996381.06537707,8, ,W,159,1592,Fri,Thu,5:00,PM,August,17800,18194,2014,2014,,,HY4TCF,45275.9079513889,{54766CB9-11B4-4EE5-BF09-64DE105DF234},852287.97356483,996381.065377071
328,159,Big Bend Rd,Sappington Rd,852287.97356483,996381.06537707,12,,W,159,1590,Fri,Thu,0.166666666666667,PM,December,16500,17290,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1C4838D1-FF04-41EC-BEC8-7CAEB8A171F6},852287.97356483,996381.065377071
329,159,Big Bend Rd,Sulphur Spring Rd,813203.77220583,995782.1072574,9, ,E,160,2671,Fri,Fri,5:00,PM,September,28280,30011,2014,2014,,,HY4TCF,45275.9079513889,{811BA640-C4D6-425D-A218-0DD5146C67D8},813203.77220583,995782.107257403
330,160,Big Bend Rd,Sulphur Spring Rd,813203.77220583,995782.1072574,9,,E,160,2671,Fri,Fri,5:00,PM,September,28280,30011,2014,2014,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F1158C5F-9325-4CF5-B7AC-237336C94B9F},813203.77220583,995782.107257403
331,160,Big Bend Rd,Sulphur Spring Rd,812965.05713208,995782.1072574,9, ,W,161,2510,Fri,Thu,5:00,PM,September,24400,25870,2014,2014,,,HY4TCF,45275.9079513889,{358F882C-57F4-46C8-AD44-D76656E1DF09},812965.05713208,995782.107257403
332,161,Big Bend Rd,Sulphur Spring Rd,812965.05713208,995782.1072574,6,,W,161,2672,Wed,Wed,5:00,PM,June,28688,29222,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{AE8877C3-CA27-492C-932A-A820C53C29C3},812965.05713208,995782.107257403
333,161,Bowles Ave,Bowles Spur,828042.09685983,985522.23309216,12,442-C,E,162,2020,Wed,Thu,7:00,AM,December,20180,20689,2014,2014,,,HY4TCF,45275.9079513889,{F718E672-6375-48B0-B103-FF90D7C0C9C6},828042.096859828,985522.233092159
334,162,Bowles Ave,Bowles Spur,828042.09685983,985522.23309216,2,442-C,E,162,2090,Wed,Wedn,0.291666666666667,AM,February,18700,21400,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{650C573F-A9A5-4518-B37B-842F54466971},828042.096859828,985522.233092159
335,162,Bowles Ave,Hawkins Rd,827152.34010916,971685.42743249,10, ,N,163,463,Fri,Fri,4:00,PM,October,4200,4366,2014,2014,,,HY4TCF,45275.9079513889,{0680D5FC-5B23-4B53-ADBC-01BEF66F7E13},827152.340109162,971685.427432492
336,163,Bowles Ave,Hawkins Rd,827152.34010916,971685.42743249,2,,N,163,400,Wedn,Wedn,0.208333333333333,PM,February,3300,3500,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{36B766D9-91F5-44F5-82D2-101AE732FF63},827152.340109162,971685.427432492
337,163,Bowles Ave,Horan Dr,827776.76143249,984918.21100624,10, ,N,164,2013,Fri,Wed,7:00,AM,October,20060,20401,2014,2014,,,HY4TCF,45275.9079513889,{4A2998FE-062F-43C3-B841-5558908869C7},827776.761432495,984918.211006239
338,164,Bowles Ave,Horan Dr,827776.76143249,984918.21100624,2,,N,164,1780,Wedn,Thurs,0.166666666666667,PM,February,17700,19200,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{45F57ECF-2369-47BA-8F0E-2BE871BFB272},827776.761432495,984918.211006239
339,164,Bowles Ave,Horan Dr,827772.42089,984757.62077624,10, ,S,165,2414,Fri,Thu,7:00,AM,October,23622,23819,2014,2014,,,HY4TCF,45275.9079513889,{C0049F4F-AC59-4682-A2D6-EDA2DBF62E45},827772.420889996,984757.620776236
340,165,Bowles Ave,Horan Dr,827772.42089,984757.62077624,1,,S,165,1920,Wedn,Wedn,0.166666666666667,PM,January,17600,18300,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F41DAAB2-3B4C-42C3-9720-ACDE84D1026E},827772.420889996,984757.620776236
341,165,Bowles Ave,Mo Rte 141,827807.1432615,980248.07205258,10, ,N,166,2303,Wed,Wed,7:00,AM,October,22380,22876,2014,2014,,,HY4TCF,45275.9079513889,{BA45D339-CF8E-4433-BA88-7ACEE7E99093},827807.143261496,980248.072052576
342,166,Bowles Ave,Mo Rte 141,827807.1432615,980248.07205258,2,,N,166,2000,Wed,Wed,7:00,AM,February,19700,20400,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7F57B19D-32C4-4D76-961F-DD72D4CA76BE},827807.143261496,980248.072052576
343,166,Bowles Ave,Smizer Mill Rd,827902.62929099,979353.97475941,10, ,S,167,1177,Wed,Tue,5:00,PM,October,12040,12281,2014,2014,,,HY4TCF,45275.9079513889,{59975BFF-5603-4A92-B3A5-969C6D069D31},827902.629290994,979353.974759407
344,167,Bowles Ave,Smizer Mill Rd,827902.62929099,979353.97475941,2,,S,167,1040,Fri,Wedn,0.166666666666667,PM,February,10050,10500,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{A93A8F40-DAF5-4E0F-9FCC-06078065025D},827902.629290994,979353.974759407
345,167,Bowles Ave,Summit Rd,827364.43482933,973442.51643799,10,443-C,N,168,704,Fri,Fri,4:00,PM,October,6780,7076,2014,2014,,,HY4TCF,45275.9079513889,{D79D8094-F022-4F8D-BBAF-E6A49F6C07AC},827364.434829328,973442.516437992
346,168,Bowles Ave,Summit Rd,827364.43482933,973442.51643799,12,443-C,N,168,710,Fri,Fri,4:00,PM,December,6320,6500,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7D5DB6DA-DC8A-4A20-92E9-6308A0C8EE89},827364.434829328,973442.516437992
347,168,Brentwood Blvd,Clayton Rd,864324.5623525,1021291.53261641,12, ,N,169,2398,Fri,Wed,4:00,PM,December,26366,27056,2018,2018,,,HY4TCF,45275.9079513889,{15B1E5E6-BC0F-4B90-9414-58B40E024B29},864324.562352497,1021291.53261641
348,169,Brentwood Blvd,Clayton Rd,864324.5623525,1021291.53261641,12,,N,169,2400,Fri,Wed,4:00,PM,December,26150,27060,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4087567E-F74B-4310-B538-EB7122F27B09},864324.562352497,1021291.53261641
349,169,Brentwood Blvd,Clayton Rd,864311.54138116,1021135.28260082,12, ,S,170,2656,Fri,Thur,4:00,PM,December,27666,28631,2018,2018,,,HY4TCF,45275.9079513889,{9CB6E81A-7681-4E30-8FF4-ADD31F157628},864311.541381162,1021135.28260082
350,170,Brentwood Blvd,Clayton Rd,864311.54138116,1021135.28260082,12,,S,170,2660,Fri,Thur,4:00,PM,December,27300,28600,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B02A64AE-0853-4BD8-8514-47AAE671B2BE},864311.541381162,1021135.28260082
351,170,Brentwood Blvd,Eager Rd,864072.82597933,1017324.51889691,12, ,S,171,3811,Fri,Tue,5:00,PM,December,43823,44404,2018,2018,,,HY4TCF,45275.9079513889,{671D2E53-66AF-4706-886E-FAF8CE065F9B},864072.82597933,1017324.51889691
352,171,Brentwood Blvd,Eager Rd,864072.82597933,1017324.51889691,12,,S,171,3810,Fri,Tue,5:00,PM,December,43800,44400,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{13505606-FD85-4620-AC81-5B238F89F7F8},864072.82597933,1017324.51889691
353,171,Brentwood Blvd,I-64 / US-40,864159.63158,1018978.16453974,12, ,N,172,3559,Fri,Fri,3:00,PM,December,39877,41624,2018,2018,,,HY4TCF,45275.9079513889,{FE5F9D6F-6680-4BC2-9246-644FF4B0C348},864159.631579995,1018978.16453974
354,172,Brentwood Blvd,I-64 / US-40,864159.63158,1018978.16453974,12,,N,172,3560,Fri,Fri,3:00,PM,December,39100,41600,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4150AE84-C391-468D-A7A0-AE4745116C91},864159.631579995,1018978.16453974
355,174,Brentwood Blvd,Litzsinger Rd,863491.22871733,1013769.8311244,10, ,S,173,1651,Fri,Thu,7:00,AM,October,33675,35274,2018,2018,,,HY4TCF,45275.9079513889,{58496FF3-79F0-46F5-B028-BD465EF002DF},863491.228717327,1013769.8311244
356,175,Brentwood Blvd,Litzsinger Rd,863491.22871733,1013769.8311244,10,,S,173,3240,Fri,Thu,0.166666666666667,PM,October,33340,35270,2018,2018,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536215394,{0E3971B9-FCD0-4D46-8D9C-D16C08DA87AF},863491.228717327,1013769.8311244
357,175,Brentwood Blvd,Manchester Rd,863269.87450125,1011990.31729499,11, ,N,174,3100,Thu,Wed,4:00,PM,November,33079,33553,2018,2018,,,HY4TCF,45275.9079513889,{4DB0AB9C-36C2-4342-9ABE-EE01C0557E16},863269.874501247,1011990.31729499
358,176,Brentwood Blvd,Manchester Rd,863269.87450125,1011990.31729499,11,,N,174,3100,Thu,Wed,4:00,PM,November,32670,33550,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{377EBB42-6317-4D6F-9150-56BECB6A2F2D},863269.874501247,1011990.31729499
359,176,Brentwood Blvd,Manchester Rd,863248.17310108,1011829.72706499,11, ,S,175,2810,Thu,Thu,5:00,PM,November,27742,28300,2018,2018,,,HY4TCF,45275.9079513889,{3CA9C918-3BA5-4126-A300-033BF7D0DE39},863248.173101079,1011829.72706499
360,177,Brentwood Blvd,Manchester Rd,863248.17310108,1011829.72706499,11,,S,175,2810,Thu,Thu,5:00,PM,November,27000,28300,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{15B34D75-17C0-460A-B6DC-4C816FB6AF7E},863248.173101079,1011829.72706499
361,177,Brentwood Blvd,Marshall Rd,862928.33811083,1009461.69439949,10,427,N,176,2717,Fri,Wed,4:00,PM,October,24945,25362,2018,2018,,,HY4TCF,45275.9079513889,{D879D351-8B55-44A4-8724-2C31C3054F44},862928.338110831,1009461.69439949
362,178,Brentwood Blvd,Marshall Rd,862928.33811083,1009461.69439949,10,427,N,176,2717,Fri,Wed,4:00,PM,October,24945,25362,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B04B8443-C81F-494C-BBAB-1CB2DD9B78C2},862928.338110831,1009461.69439949
363,178,Brentwood Blvd,White Rd,863495.56893175,1014646.56723182,10, ,N,177,,Fri,,,,October,37087,38804,2018,2018,,,HY4TCF,45275.9079513889,{6EF5C355-232F-41BB-A104-33DCBD0F80A8},863495.568931747,1014646.56723182
364,179,Broadway St,Kingston Dr,883917.78202425,978996.38229874,8, ,S,178,238,Wed,Tue,7:00,AM,August,2210,2254,2015,2015,,,HY4TCF,45275.9079513889,{10B133B5-042B-47DE-A413-A9784C4769A7},883917.782024246,978996.382298738
365,180,Broadway St,Kingston Dr,883917.78202425,978996.38229874,8,,S,178,238,Wed,Tue,7:00,AM,August,2210,2254,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{76FB4E61-96B3-470E-9CEB-9A0D59ED7063},883917.782024246,978996.382298738
366,172,Brown Rd,Lackland Rd,861823.42660674,1043458.72942366,12, ,S,179,473,Wed,Tue,3:00,PM,December,4220,4293,2013,2013,,,HY4TCF,45275.9079513889,{D549BA8E-00AD-40FC-B7A6-2625953E736A},861823.426606745,1043458.72942366
367,173,Brown Rd,Lackland Rd,861823.42660674,1043458.72942366,3,,S,179,380,Mon,Mon,0.125,PM,March,3240,3560,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536180787,{8F99B828-BD6C-4930-A0A3-2FD1D39DE159},861823.426606745,1043458.72942366
368,173,Brown Rd,Midland Blvd,862313.87805366,1043931.81968482,2, ,N,180,533,Fri,Fri,4:00,PM,February,5280,5758,2014,2014,,,HY4TCF,45275.9079513889,{FF7EBE1E-529F-42BB-8474-3BB2D9FAF5CD},862313.878053661,1043931.81968482
369,174,Brown Rd,Midland Blvd,862313.87805366,1043931.81968482,12,,N,180,480,Fri,Wed,0.125,PM,December,4570,5010,2023,2023,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536199074,{EA87C875-78DC-42A7-AAA8-FCCA0AC7826D},862313.878053661,1043931.81968482
370,180,Brown Rd,Natural Bridge Rd,864436.59132791,1054016.49702199,12, ,S,181,411,Thu,Tue,3:00,PM,December,4370,4486,2013,2013,,,HY4TCF,45275.9079513889,{1108D9C7-8678-447D-B28D-B4D8E4477598},864436.591327913,1054016.49702199
371,181,Brown Rd,Natural Bridge Rd,864436.59132791,1054016.49702199,3,,S,181,580,Fri,Thur,0.166666666666667,PM,March,5180,5260,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{CC88332D-7EC7-4BFA-B7DE-D799020E388F},864436.591327913,1054016.49702199
372,181,Brown Rd,St Charles Rock Rd,862969.57720158,1047818.58061207,12, ,N,182,540,Wed,Fri,4:00,PM,December,5640,6040,2013,2013,,,HY4TCF,45275.9079513889,{D871948D-86F3-4138-942D-67F3DC8B36A8},862969.577201579,1047818.58061207
373,182,Brown Rd,St Charles Rock Rd,862852.38977191,1047545.14316683,3,,N,182,540,Fri,Fri,4:00,PM,March,5200,5276,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{6E6DD143-5C6D-4531-B6A8-CB9FA403DE2C},862852.389771912,1047545.14316683
374,182,Brown Rd,St Charles Rock Rd,862852.38977191,1047545.14316683,12, ,S,183,727,Tue,Tue,4:00,PM,December,7600,8108,2013,2013,,,HY4TCF,45275.9079513889,{9E42A30D-EC0F-4DF2-B742-5BAE09EEFE1D},862852.389771912,1047545.14316683
375,183,Brown Rd,St Charles Rock Rd,862969.57720158,1047818.58061207,3,,S,183,510,Wedn,Fri,0.125,PM,March,4850,5070,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{FA8AE392-66E8-43AC-A06C-01B850A541D3},862969.577201579,1047818.58061207
376,183,Brown Rd,Woodson Rd,859662.28558783,1039663.1986289,12, ,NE,184,408,Wed,Wed,4:00,PM,December,4120,4227,2013,2013,,,HY4TCF,45275.9079513889,{2F690599-0749-4BB1-BADB-D32979B2D868},859662.285587829,1039663.1986289
377,184,Brown Rd,Woodson Rd,859662.28558783,1039663.1986289,2,,NE,184,392,Fri,Fri,0.125,PM,February,3897,4523,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B15A2F59-2432-41CB-B397-EF8743056B12},859662.285587829,1039663.1986289
378,184,Buckley Rd,Lemay Ferry Rd,875565.47130108,977760.50780199,10,528,S,185,658,Fri,Wed,5:00,PM,October,6930,7111,2015,2015,,,HY4TCF,45275.9079513889,{043E53A7-0081-49F7-B3F9-0D73DF25DF4C},875565.471301079,977760.507801987
