OBJECTID,OBJECTID,Onstreet,Atstreet,x,y,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,created_user,created_date,last_edited_user,last_edited_date,GlobalID,x2,y2
1159,597,Mackenzie Rd,Gravois Rd,870740.98587133,989971.51061091,3,,S,599,1620,Fri,Wed,0.166666666666667,PM,March,17430,18330,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D3AFB2DA-09BC-4E53-AE48-7F3135B6BDEA},870740.98587133,989971.510610908
1160,556,Mackenzie Rd,Reavis Rd,870699.319288,986763.17713257,5, ,S,600,2253,Fri,Wed,5:00,PM,May,24360,25579,2014,2014,,,HY4TCF,45275.9079513889,{DF2FEF54-1630-412E-994E-D2336FFAA23D},870699.319287997,986763.177132569
1161,598,Mackenzie Rd,Reavis Rd,870699.319288,986763.17713257,4,,S,600,2280,Fri,Fri,0.166666666666667,PM,April,23850,25000,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BE188A20-BD54-40FE-B2DB-B185F4A54535},870699.319287997,986763.177132569
1162,557,Majestic Dr,Smizer Mill Rd,822051.43725324,979958.88890391,11, ,E,601,111,Fri,Wed,5:00,PM,November,940,989,2014,2014,,,HY4TCF,45275.9079513889,{171975FF-CFFE-4C6D-88FB-02583EEFEA81},822051.437253244,979958.888903908
1163,599,Majestic Dr,Smizer Mill Rd,822051.43725324,979958.88890391,3,,E,601,100,Wedn,Wed,0.333333333333333,AM,March,900,1020,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4DDFD873-E848-4700-B792-B023FA175AF4},822051.437253244,979958.888903908
1164,558,Marine Ave,Amiot Dr,828080.44488025,1045829.4402334,3, ,SE,602,641,Fri,Mon,4:00,PM,March,4929,5233,2019,2019,,,HY4TCF,45275.9079513889,{DF6927E1-B23E-42FA-887F-544906FD914C},828080.444880247,1045829.4402334
1165,600,Marine Ave,Amiot Dr,828080.44488025,1045829.4402334,3,,SE,602,640,Fri,Mon,4:00,PM,March,4920,5230,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F618A999-8928-4687-AD69-7F3927EE7B4D},828080.444880247,1045829.4402334
1166,560,Marine Ave,Dorsett Rd,827392.94461483,1047516.94013924,3, ,NW,604,676,Thu,Mon,4:00,PM,March,4698,4874,2019,2019,,,HY4TCF,45275.9079513889,{EE4AA6D5-1360-468A-AF8E-1F747BC2F470},827392.944614828,1047516.94013924
1167,602,Marine Ave,Dorsett Rd,827392.94461483,1047516.94013924,3,,NW,604,680,Thu,Mon,4:00,PM,March,4770,4870,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{718B7743-4417-4E1C-90A3-55624E40C63F},827392.944614828,1047516.94013924
1168,561,Marine Ave,Dorsett Rd,827504.05594116,1047235.69004557,3, ,SE,605,692,Fri,Fri,4:00,PM,March,5576,5903,2019,2019,,,HY4TCF,45275.9079513889,{07A60D59-9A4A-47EF-B514-6E50C2D4A230},827504.055941161,1047235.69004557
1169,603,Marine Ave,Dorsett Rd,827504.05594116,1047235.69004557,3,,SE,605,690,Fri,Fri,4:00,PM,March,5550,5900,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4185D152-42BF-4AC8-BE3E-8438CDD38044},827504.055941161,1047235.69004557
1170,559,Marine Ave,Maryland Heights Expressway,823993.6390775,1054381.52352291,7, ,SE,603,785,Thu,Thu,5:00,PM,July,5670,7081,2013,2013,,,HY4TCF,45275.9079513889,{A9F45DA3-37DC-4EE4-BFEC-8C5EB3C184F7},823993.639077496,1054381.52352291
1171,601,Marine Ave,Maryland Heights Expressway,823993.6390775,1054381.52352291,4,,SE,603,760,Tues,Tues,0.166666666666667,PM,April,5070,6000,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{75D0CF25-49D1-4DA2-8238-768882871BB8},823993.639077496,1054381.52352291
1172,562,Marine Ave,McKelvey Rd,832392.94478541,1044891.9401399,3, ,E,606,1621,Fri,Tue,4:00,PM,March,12460,12881,2019,2019,,,HY4TCF,45275.9079513889,{373531C4-70AB-48D8-AE9A-652C6CD2D68F},832392.944785412,1044891.9401399
1173,604,Marine Ave,McKelvey Rd,832392.94478541,1044891.9401399,3,,E,606,1620,Fri,Tue,4:00,PM,March,12290,12880,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F6264DC0-947F-4429-A077-53B19499EEB4},832392.944785412,1044891.9401399
1174,563,Marine Ave,McKelvey Rd,832028.36152508,1044912.77343157,3, ,W,607,743,Fri,Fri,4:00,PM,March,6803,7361,2019,2019,,,HY4TCF,45275.9079513889,{FE3C6A65-8621-43CB-8A3D-56EBE0B39B1E},832028.361525077,1044912.77343157
1175,605,Marine Ave,McKelvey Rd,832028.36152508,1044912.77343157,3,,W,607,740,Fri,Fri,4:00,PM,March,6770,7360,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{55E21B4F-A6EA-4D02-8A55-4F6E362D878E},832028.361525077,1044912.77343157
1176,564,Marine Ave,West Port Plaza Dr,834392.94472241,1045141.94029607,3, ,N,608,1476,Fri,Thu,5:00,PM,March,16166,16687,2019,2019,,,HY4TCF,45275.9079513889,{D12F5985-AE15-48E4-AF11-166C2E48C0AA},834392.944722414,1045141.94029607
1177,24,Marine Ave,West Port Plaza Dr,834392.94472241,1045141.94029607,3,,N,608,1480,Fri,Thu,5:00,PM,March,15600,16700,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{77A00B64-5300-480C-B3DE-1E4EDF0B7983},834392.944722414,1045141.94029607
1178,565,Marshall Rd,Big Bend Rd,839578.60068966,994796.39203724,8,450,SW,609,682,Wed,Wed,4:00,PM,August,6950,7227,2014,2014,,,HY4TCF,45275.9079513889,{280C496A-370E-44E3-B03C-6C1C02739403},839578.600689661,994796.392037235
1179,607,Marshall Rd,Big Bend Rd,839578.60068966,994796.39203724,11,450,SW,609,550,Wed,Wed,0.125,PM,November,5280,5600,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{87C9B83B-52E7-46E2-8677-668C54902632},839578.600689661,994796.392037235
1180,608,Marshall Rd,Front Rd,822459.20645083,988707.8399099,9,,W,610,758,Fri,Tue,7:00,AM,September,8460,8821,2014,2014,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3422A5D0-B86A-44DB-A20D-5BB38071A194},822459.206450827,988707.839909904
1181,566,Marshall Rd,Meramec Station Rd,822459.20645083,988707.8399099,9, ,E,610,758,Fri,Tue,7:00,AM,September,8460,8821,2014,2014,,,HY4TCF,45275.9079513889,{FED6130B-AFA9-4C1F-9843-B42C84A0FCFC},822459.206450827,988707.839909904
1182,567,Marshall Rd,Tree Court Industrial Blvd,830565.63840066,990744.86995658,8,369,SW,611,452,Wed,Thu,7:00,AM,August,5000,5035,2014,2014,,,HY4TCF,45275.9079513889,{24B4FEC1-AC05-4EAC-9198-5BFB2ED963AD},830565.638400663,990744.869956575
1183,609,Marshall Rd,Tree Court Industrial Blvd,830565.63840066,990744.86995658,4,369,SW,611,390,Wed,Wedn,0.125,PM,April,4000,4200,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{82AF40AF-9FD5-45CC-AD09-18E66CCCE173},830565.638400663,990744.869956575
1184,568,Mason Rd,Clayton Rd,825333.23712008,1017614.69777849,9, ,N,612,1116,Thu,Wed,7:00,AM,September,9610,10002,2016,2016,,,HY4TCF,45275.9079513889,{96D25A2F-888D-44F2-8EEB-EE4D3291F576},825333.237120081,1017614.69777849
1185,610,Mason Rd,Clayton Rd,825333.23712008,1017614.69777849,4,,N,612,910,Fri,Tues,0.125,PM,April,8760,9210,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3CAC4FE9-A125-4417-9D3A-C9A910875737},825333.237120081,1017614.69777849
1186,569,Mason Rd,Clayton Rd,825024.20919483,1017152.89227165,9, ,S,613,613,Thu,Tue,5:00,PM,September,5810,5998,2016,2016,,,HY4TCF,45275.9079513889,{F0F67274-A214-4AB0-B64B-B0035F1DCCCD},825024.209194828,1017152.89227165
1187,611,Mason Rd,Clayton Rd,825024.20919483,1017152.89227165,4,,S,613,620,Fri,Wed,0.166666666666667,PM,April,5640,5840,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{2B9BF593-F3ED-48C5-AB7D-9B5DDE74AF4A},825024.209194828,1017152.89227165
1188,570,Mason Rd,Conway Rd,826065.87574666,1025111.22543632,9, ,N,614,916,Thu,Fri,7:00,AM,September,7400,7664,2016,2016,,,HY4TCF,45275.9079513889,{D9E3EC08-F7A6-48B1-A30E-8D53A3E93DEE},826065.875746664,1025111.22543632
1189,612,Mason Rd,Conway Rd,826065.87574666,1025111.22543632,4,,N,614,940,Wedn,Mon,0.166666666666667,PM,April,6220,6560,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4D4A8B4B-27F4-4C70-A8AC-AA472DED2926},826065.875746664,1025111.22543632
1190,571,Mason Rd,Conway Rd,825263.79237708,1024642.47538957,9, ,S,615,999,Thu,Fri,7:00,AM,September,8530,8979,2016,2016,,,HY4TCF,45275.9079513889,{2668EC11-5791-42FA-A607-165857851E8C},825263.792377077,1024642.47538957
1191,613,Mason Rd,Conway Rd,825263.79237708,1024642.47538957,4,,S,615,1080,Mon,Mon,0.166666666666667,PM,April,7480,8040,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{945986CA-66CB-4D2E-9BEE-8F5377310E74},825263.792377077,1024642.47538957
1192,572,Mason Rd,I-64/US40,825659.625903,1022041.7811159,9, ,N,616,1263,Thu,Fri,7:00,AM,September,9770,10215,2016,2016,,,HY4TCF,45275.9079513889,{AA264BC1-CD40-483B-8E35-D7AC06FC090E},825659.625902995,1022041.7811159
1193,614,Mason Rd,I-64/US40,825659.625903,1022041.7811159,9,,N,616,1263,Thu,Fri,7:00,AM,September,9770,10215,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{38940C5F-9996-4427-9390-A141E9E9DB39},825659.625902995,1022041.7811159
1194,573,Mason Rd,I-64/US40,825603.20213133,1020495.42692515,9, ,S,617,1585,Thu,Wed,7:00,AM,September,14820,15568,2016,2016,,,HY4TCF,45275.9079513889,{512C11CB-27AD-4FE0-BEBF-F927519D76E9},825603.202131327,1020495.42692515
1195,615,Mason Rd,I-64/US40,825603.20213133,1020495.42692515,9,,S,617,1585,Thu,Wed,7:00,AM,September,14820,15568,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BE2B2B35-BB5E-4DC6-95E1-C14D2F277AF1},825603.202131327,1020495.42692515
1196,574,Mason Rd,Ladue Rd,825849.73018158,1027894.73233649,9,211 ,N,618,752,Tue,Tue,4:00,PM,September,6390,6711,2016,2016,,,HY4TCF,45275.9079513889,{7500BDC4-4074-4ECD-8750-381E7A72877E},825849.730181579,1027894.73233649
1197,616,Mason Rd,Ladue Rd,825849.73018158,1027894.73233649,4,211 ,N,618,700,Wed,Mon,4:00,PM,April,5290,5430,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{59CA66A8-BFBE-4FAE-B3CB-5AC8168E5DB1},825849.730181579,1027894.73233649
1198,575,Mason Rd,Ladue Rd,825950.424534,1027224.5935849,9, ,S,619,1052,Thu,Tue,5:00,PM,September,7850,8493,2016,2016,,,HY4TCF,45275.9079513889,{254C5886-BFAF-4A2D-AE0A-CFA05AAC079D},825950.424533997,1027224.5935849
1199,617,Mason Rd,Ladue Rd,825950.424534,1027224.5935849,4,,S,619,824,Wed,Wed,5:00,PM,April,5147,6581,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3855D52C-9D3C-4C8F-9EA8-D392BC972BA3},825950.424533997,1027224.5935849
1200,576,Mason Rd,Manchester Rd,826061.53553225,1006137.78798957,9, ,N,620,571,Fri,Tue,5:00,PM,September,5610,5767,2016,2016,,,HY4TCF,45275.9079513889,{4D68861E-F861-4321-AE4F-23983CA17AB9},826061.535532247,1006137.78798957
1201,618,Mason Rd,Manchester Rd,826061.53553225,1006137.78798957,9,,N,620,510,Wedn,Tue,5:00,PM,September,4930,5010,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D28B1379-1518-496A-8CD9-2DB9D3A576EE},826061.535532247,1006137.78798957
1202,577,Mason Rd,Olive Blvd,828929.59114783,1035592.64902724,9, ,S,621,1041,Wed,Tue,4:00,PM,September,11000,11448,2016,2016,,,HY4TCF,45275.9079513889,{F1579789-261B-452F-BCF6-FA8166E13CE0},828929.591147829,1035592.64902724
1203,619,Mason Rd,Olive Blvd,828929.59114783,1035592.64902724,4,,S,621,970,Wed,Wed,4:00,PM,April,10170,10630,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C1D717FD-02ED-467D-8905-B787B60610E8},828929.591147829,1035592.64902724
1204,578,Mattis Rd,Ambs Rd,860360.64147458,970737.28333141,7, ,E,622,975,Thu,Thu,5:00,PM,July,10520,10769,2011,2011,,,HY4TCF,45275.9079513889,{AE252860-785E-48BC-8F3D-15B84D4BCE2D},860360.641474579,970737.283331409
1205,620,Mattis Rd,Ambs Rd,860360.64147458,970737.28333141,9,,E,622,1090,Wed,Wed,0.166666666666667,PM,September,9900,10950,2023,2023,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561656713,{0A4D47BA-4F96-4EE5-91BE-F974B643C5D4},860360.641474579,970737.283331409
1206,579,Mattis Rd,Ambs Rd,860162.72487566,970922.17895899,5, ,W,623,1159,Fri,Thu,7:00,AM,May,11370,11539,2018,2018,,,HY4TCF,45275.9079513889,{C1A422ED-419D-41BE-B450-6E7097B947F6},860162.724875662,970922.17895899
1207,621,Mattis Rd,Ambs Rd,860162.72487566,970922.17895899,9,,W,623,1060,Wedn,Wedn,7:00,AM,September,10520,10680,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{FE5FA303-7641-4164-8D68-004B7C3FE2B7},860162.724875662,970922.17895899
1208,580,Mattis Rd,Lemay Ferry Rd,864532.50944316,968988.18545166,5,525,W,624,1131,Fri,Thu,7:00,AM,May,10970,11128,2018,2018,,,HY4TCF,45275.9079513889,{7A587C0A-0146-435F-9EE7-2D25C4AD45E6},864532.509443164,968988.185451657
1209,622,Mattis Rd,Lemay Ferry Rd,864532.50944316,968988.18545166,10,525,W,624,1200,Fri,Fri,0.166666666666667,PM,October,10650,11330,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4ADD25A4-602A-4004-83E9-4CF61FAD91EE},864532.509443164,968988.185451657
1210,581,Mattis Rd,Old Tesson Rd,856930.95410825,973979.47074465,9, ,E,625,1258,Fri,Mon,5:00,PM,September,13550,13996,2012,2012,,,HY4TCF,45275.9079513889,{A2B255E8-1291-459E-B70D-2CF29F909909},856930.954108246,973979.470744655
1211,623,Mattis Rd,Old Tesson Rd,856930.95410825,973979.47074465,9,,E,625,1120,Thurs,Wedn,0.291666666666667,AM,September,11010,11470,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{2D3471B4-5F81-40C5-96E7-092699D144AF},856930.954108246,973979.470744655
1212,582,McKelvey Rd,Ameling Rd,835047.71080133,1051911.22597007,11,231,N,626,889,Thu,Thu,5:00,PM,November,8940,9094,2012,2012,,,HY4TCF,45275.9079513889,{84F4A7C8-22F3-4B04-9AC9-E2522B2CBB62},835047.710801329,1051911.22597007
1213,624,McKelvey Rd,Ameling Rd,835047.71080133,1051911.22597007,4,231,N,626,980,Wed,Wedn,4:00,PM,April,7980,8336,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561685764,{79B81CBD-3723-4CB1-9B5B-E89AE29F1835},835047.710801329,1051911.22597007
1214,583,McKelvey Rd,Creve Coeur mill Rd,836325.48842949,1058623.03144407,11, ,S,627,688,Fri,Thu,5:00,PM,November,6920,7111,2012,2012,,,HY4TCF,45275.9079513889,{00D9CF4E-8ACD-4134-B963-3C1F7DED4CA3},836325.488429494,1058623.03144407
1215,625,McKelvey Rd,Creve Coeur mill Rd,836325.48842949,1058623.03144407,4,,S,627,650,Fri,Tues,0.208333333333333,PM,April,6130,6620,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561734838,{9B4EE829-FD37-40B0-9318-5925A67060D0},836325.488429494,1058623.03144407
1216,584,McKelvey Rd,Dorsett Rd,833360.21056741,1049216.78122774,1, ,N,628,1519,Thu,Wed,5:00,PM,January,14420,15127,2013,2013,,,HY4TCF,45275.9079513889,{D7EA20B8-0584-4170-B981-D753D5B00A40},833360.210567411,1049216.78122774
1217,626,McKelvey Rd,Dorsett Rd,833360.21056741,1049216.78122774,4,,N,628,1610,Fri,Thu,5:00,PM,April,16670,18550,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561786227,{F0CB0F6B-6B40-4E6E-83C8-D23A9DAA44D0},833360.210567411,1049216.78122774
1218,585,McKelvey Rd,Dorsett Rd,833273.40496675,1048807.05927815,1, ,S,629,1644,Tue,Mon,5:00,PM,January,15110,15887,2013,2013,,,HY4TCF,45275.9079513889,{38149C90-D7F7-4B14-84DC-2B623B8AC416},833273.404966746,1048807.05927815
1219,627,McKelvey Rd,Dorsett Rd,833273.40496675,1048807.05927815,4,,S,629,1460,Fri,Tue,5:00,PM,April,14050,15080,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561817361,{ADB25B4E-2C81-4147-AD65-2415878F428C},833273.404966746,1048807.05927815
1220,586,McKelvey Rd,Marine Ave,832346.32184716,1045015.39264891,1, ,N,630,1234,Fri,Mon,5:00,PM,January,11920,12194,2014,2014,,,HY4TCF,45275.9079513889,{E5B9FCC8-64F6-4FAA-8735-19AFFC957154},832346.321847163,1045015.39264891
1221,628,McKelvey Rd,Marine Ave,832346.32184716,1045015.39264891,4,,N,630,1240,Fri,Tue,4:00,PM,April,12400,13360,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.85618625,{9EE91331-A467-4A3D-99C7-AFF88F9DCECF},832346.321847163,1045015.39264891
1222,587,McKelvey Rd,Natural Bridge Rd,842811.599473,1063939.00375174,4, ,S,631,512,Wed,Wed,3:00,PM,March,4827,5018,2019,2019,,,HY4TCF,45275.9079513889,{4CF8A1E6-AD17-4656-8FD4-56CC3D24F535},842811.599472996,1063939.00375174
1223,629,McKelvey Rd,Natural Bridge Rd,842811.599473,1063939.00375174,4,,S,631,510,Wed,Wed,3:00,PM,April,4840,5020,2019,2019,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{16B2506C-2C51-44FF-A3A0-E92CB5EFAFF9},842811.599472996,1063939.00375174
1224,588,McKelvey Rd,Old St Charles Rd,838179.65499675,1059841.78130315,10, ,N,632,1479,Thu,Wed,5:00,PM,October,17200,17589,2013,2013,,,HY4TCF,45275.9079513889,{8261294A-6BBF-43FC-B1A6-512E94611318},838179.654996745,1059841.78130315
1225,630,McKelvey Rd,Old St Charles Rd,838179.65499675,1059841.78130315,4,,N,632,1760,Wed,Wed,4:00,PM,April,16380,16870,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561918519,{66D8EBEB-0D45-4EBD-9BAD-21AC6591418C},838179.654996745,1059841.78130315
1226,589,McKelvey Rd,Old St Charles Rd,837940.0718145,1059609.14266082,1, ,S,633,1443,Fri,Wed,5:00,PM,January,14430,15424,2013,2013,,,HY4TCF,45275.9079513889,{3072574F-FF26-4ED2-8E6C-63008946125D},837940.071814496,1059609.14266082
1227,631,McKelvey Rd,Old St Charles Rd,837940.0718145,1059609.14266082,4,,S,633,1420,Wed,Wed,4:00,PM,April,14450,14610,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561940856,{024CD47A-32D0-4779-8412-038020B7574F},837940.071814496,1059609.14266082
1228,590,McKelvey Rd,St Charles Rock Rd,841370.62728933,1062459.83709066,11, ,N,634,507,Fri,Fri,4:00,PM,November,5000,5419,2012,2012,,,HY4TCF,45275.9079513889,{2BEEBE9A-5F61-43D6-B706-171025B928DF},841370.627289329,1062459.83709066
1229,632,McKelvey Rd,St Charles Rock Rd,841370.62728933,1062459.83709066,4,,N,634,520,Wed,Wed,4:00,PM,April,4630,4780,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561959722,{60D3DF68-573D-4CB9-8163-DF5708C8EE86},841370.627289329,1062459.83709066
1230,591,McKelvey Rd,St Charles Rock Rd,841079.82865833,1062254.97595182,11, ,S,635,1670,Fri,Fri,4:00,PM,November,19450,20449,2012,2012,,,HY4TCF,45275.9079513889,{79D555AD-1700-4D2E-848F-37F0BA3AB813},841079.828658327,1062254.97595182
1231,633,McKelvey Rd,St Charles Rock Rd,841079.82865833,1062254.97595182,4,,S,635,1920,Wed,Wed,4:00,PM,April,20100,20600,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8561980093,{ECD3AB32-549A-44B9-9560-2D8562CBAD3F},841079.828658327,1062254.97595182
1232,592,McKnight Rd,Clayton Rd,860863.37078408,1021742.68558549,5, ,S,636,765,Fri,Tue,4:00,PM,May,6410,6512,2017,2017,,,HY4TCF,45275.9079513889,{F6252500-6CD5-4BAC-9FF1-5577ED14A330},860863.370784078,1021742.68558549
1233,634,McKnight Rd,Clayton Rd,860863.37078408,1021742.68558549,5,,S,636,765,Fri,Tue,4:00,PM,May,6410,6512,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3305AE17-B06B-4878-8A55-1418507448F5},860863.370784078,1021742.68558549
1234,593,McKnight Rd,Delmar Blvd,861010.94037083,1029602.92839515,1, ,N,637,459,Fri,Thu,5:00,PM,January,4480,4743,2014,2014,,,HY4TCF,45275.9079513889,{DEAAFED3-E30E-48C3-B5F1-9B58C00A4ADD},861010.940370828,1029602.92839515
1235,635,McKnight Rd,Delmar Blvd,861010.94037083,1029602.92839515,1,,N,637,459,Fri,Thu,5:00,PM,January,4480,4743,2014,2014,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{6282982F-3035-4397-B79F-6BE1FC2E0E43},861010.940370828,1029602.92839515
1236,594,McKnight Rd,Litzsinger Rd,859517.88462991,1014090.77569249,4, ,S,638,1933,Wed,Wed,5:00,PM,April,22380,22694,2017,2017,,,HY4TCF,45275.9079513889,{A4844F0D-DC28-43D5-A720-3376747C5357},859517.884629913,1014090.77569249
1237,636,McKnight Rd,Litzsinger Rd,859517.88462991,1014090.77569249,10,,S,638,1750,Fri,Wed,0.166666666666667,PM,October,19920,20300,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B0702988-D6B3-4994-9967-8A25D2AD6E69},859517.884629913,1014090.77569249
1238,595,McKnight Rd,Manchester Rd,859214.06535566,1010939.73409432,4, ,N,639,1789,Wed,Wed,5:00,PM,April,20750,21257,2017,2017,,,HY4TCF,45275.9079513889,{E3759D56-5E8D-4CC7-B26F-C5C562C144E6},859214.065355662,1010939.73409432
1239,637,McKnight Rd,Manchester Rd,859214.06535566,1010939.73409432,10,,N,639,1570,Fri,Tues,0.166666666666667,PM,October,17480,18100,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{74C60333-6714-409C-B2B4-2EA7D4B5F491},859214.065355662,1010939.73409432
1240,596,McKnight Rd,Olive Blvd,861132.46801491,1034181.92153374,12, ,S,640,626,Fri,Thu,5:00,PM,December,5180,5360,2013,2013,,,HY4TCF,45275.9079513889,{925DD59E-9E39-4E69-9052-C0C508F98775},861132.468014911,1034181.92153374
1241,638,McKnight Rd,Olive Blvd,861132.46801491,1034181.92153374,10,,S,640,750,Fri,Fri,0.25,PM,October,5370,5890,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1CF5213C-59DD-4823-AFE4-00D6271C8C39},861132.468014911,1034181.92153374
1242,597,Mehl Ave,Lemay Ferry Rd,867647.74960374,970514.96651882,6, ,SE,641,776,Wed,Tue,5:00,PM,June,9270,9398,2018,2018,,,HY4TCF,45275.9079513889,{9C2968AF-4D6C-4D3F-980A-646CB06892A2},867647.749603745,970514.966518819
1243,639,Mehl Ave,Lemay Ferry Rd,867647.74960374,970514.96651882,6,,SE,641,780,Wed,Tue,5:00,PM,June,9200,9400,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{DB4291B1-304D-4023-ADB8-E5E7CF4846D5},867647.749603745,970514.966518819
1244,598,Mehl Ave,New Halls Ferry Rd,885877.80894408,1070737.01869899,5, ,N,642,429,Sun,Thu,7:00,AM,May,7770,9582,2016,2016,,,HY4TCF,45275.9079513889,{234D1132-017E-48BB-8B80-0F9F94951284},885877.80894408,1070737.01869899
1245,640,Mehl Ave,New Halls Ferry Rd,885877.80894408,1070737.01869899,5,,N,642,429,Sun,Thu,7:00,AM,May,7770,9582,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D5C215E2-E067-4116-BF3F-F7AF9DC1A62A},885877.80894408,1070737.01869899
1246,599,Mehl Ave,Old Halls Ferry Rd,886366.53565691,1073867.77129574,5, ,S,643,478,Fri,Thu,7:00,AM,May,6180,6483,2016,2016,,,HY4TCF,45275.9079513889,{2053FB00-D8F6-4626-B3D3-1B9FB31A6BE9},886366.53565691,1073867.77129574
1247,641,Mehl Ave,Old Halls Ferry Rd,886366.53565691,1073867.77129574,5,,S,643,478,Fri,Thu,7:00,AM,May,6180,6483,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{0A70D706-A5CB-4FF3-9175-C8A7218E2E1F},886366.53565691,1073867.77129574
1248,600,Mehl Ave,Ringer Rd,867800.462881,966531.43249115,6, ,N,644,658,Fri,Fri,5:00,PM,June,7610,8093,2018,2018,,,HY4TCF,45275.9079513889,{CA8FAFAA-B2B8-41EC-A22A-F99AC74B32BD},867800.462880995,966531.432491153
1249,642,Mehl Ave,Ringer Rd,867800.462881,966531.43249115,6,,N,644,680,Fri,Thurs,5:00,PM,June,7610,8100,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{ECD5F4E1-C6C5-4458-B572-A8C1831D68EF},867800.462880995,966531.432491153
1250,601,Meramec Bottom Rd,I-55,857483.06914575,957021.25334882,4,510-C,E,645,2281,Fri,Tue,5:00,PM,April,21950,22112,2018,2018,,,HY4TCF,45275.9079513889,{192208EF-EEFF-4EA0-850C-E17391577688},857483.069145747,957021.25334882
1251,643,Meramec Bottom Rd,I-55,857483.06914575,957021.25334882,4,510-C,E,645,2280,Fri,Tue,5:00,PM,April,22200,22100,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{5470B6E5-5571-4073-BE6D-E9E096BFE3A5},857483.069145747,957021.25334882
